labels,Intensity
"[2.57, 0.12]","[0.20801579 0.21151542 0.22193915 0.23906492 0.26253354 0.29186349
 0.32646918 0.3656808  0.40876408 0.45493896 0.5033963  0.55331273
 0.60386347 0.65423361 0.70362817 0.75128127 0.79646461 0.83849556
 0.87674479 0.91064352 0.93969019 0.96345663 0.98159342 0.99383436
 1.         1.         0.99383436 0.98159342 0.96345663 0.93969019
 0.91064352 0.87674479 0.83849556 0.79646461 0.75128127 0.70362817
 0.65423361 0.60386347 0.55331273 0.5033963  0.45493896 0.40876408
 0.3656808  0.32646918 0.29186349 0.26253354 0.23906492 0.22193915
 0.21151542 0.20801579]"
"[2.0, 2.44]","[0.67104227 0.67238827 0.67640433 0.68302504 0.69214262 0.70360869
 0.71723674 0.73280515 0.75006066 0.76872245 0.78848646 0.80903024
 0.83001798 0.85110587 0.87194772 0.89220057 0.91153042 0.92961782
 0.94616336 0.96089271 0.97356134 0.98395876 0.99191208 0.99728899
 1.         1.         0.99728899 0.99191208 0.98395876 0.97356134
 0.96089271 0.94616336 0.92961782 0.91153042 0.89220057 0.87194772
 0.85110587 0.83001798 0.80903024 0.78848646 0.76872245 0.75006066
 0.73280515 0.71723674 0.70360869 0.69214262 0.68302504 0.67640433
 0.67238827 0.67104227]"
"[1.67, 1.52]","[0.70723698 0.70845116 0.71207301 0.71804086 0.72625331 0.73657124
 0.74882055 0.76279541 0.77826211 0.79496317 0.81262183 0.83094669
 0.84963652 0.86838511 0.88688613 0.90483799 0.92194855 0.93793971
 0.9525518  0.96554768 0.9767165  0.98587706 0.99288078 0.99761402
 1.         1.         0.99761402 0.99288078 0.98587706 0.9767165
 0.96554768 0.9525518  0.93793971 0.92194855 0.90483799 0.88688613
 0.86838511 0.84963652 0.83094669 0.81262183 0.79496317 0.77826211
 0.76279541 0.74882055 0.73657124 0.72625331 0.71804086 0.71207301
 0.70845116 0.70723698]"
"[1.87, 0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.21, 1.51]","[1.         0.99724781 0.98903633 0.97550006 0.95686026 0.93342077
 0.90556232 0.87373545 0.83845232 0.80027774 0.75981957 0.717719
 0.67464092 0.63126474 0.58827576 0.54635735 0.50618363 0.46841243
 0.43367796 0.40258229 0.3756851  0.35349076 0.336433   0.32485807
 0.31900817 0.31900817 0.32485807 0.336433   0.35349076 0.3756851
 0.40258229 0.43367796 0.46841243 0.50618363 0.54635735 0.58827576
 0.63126474 0.67464092 0.717719   0.75981957 0.80027774 0.83845232
 0.87373545 0.90556232 0.93342077 0.95686026 0.97550006 0.98903633
 0.99724781 1.        ]"
"[1.93, 0.26]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[2.18, 0.83]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0076     0.11796093
 0.22476018 0.32784039 0.42669445 0.52059574 0.60868693 0.69004543
 0.76373477 0.82884685 0.88453765 0.93005736 0.96477562 0.98820173
 1.         1.         0.98820173 0.96477562 0.93005736 0.88453765
 0.82884685 0.76373477 0.69004543 0.60868693 0.52059574 0.42669445
 0.32784039 0.22476018 0.11796093 0.0076     0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.12, 1.11]","[1.         0.99553923 0.9822253  0.96026173 0.92998246 0.89184417
 0.84641576 0.79436559 0.73644662 0.6734804  0.60634032 0.53593535
 0.463195   0.38905722 0.31446065 0.24034391 0.16765463 0.09737244
 0.03054954 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.03054954 0.09737244 0.16765463 0.24034391 0.31446065
 0.38905722 0.463195   0.53593535 0.60634032 0.6734804  0.73644662
 0.79436559 0.84641576 0.89184417 0.92998246 0.96026173 0.9822253
 0.99553923 1.        ]"
"[0.44, 3.01]","[1.         0.99924308 0.99698481 0.99326247 0.98813749 0.98169443
 0.97403953 0.96529895 0.95561665 0.94515201 0.93407714 0.92257407
 0.91083175 0.89904292 0.88740097 0.87609683 0.86531578 0.85523453
 0.84601828 0.83781807 0.8307683  0.82498453 0.82056161 0.81757205
 0.81606492 0.81606492 0.81757205 0.82056161 0.82498453 0.8307683
 0.83781807 0.84601828 0.85523453 0.86531578 0.87609683 0.88740097
 0.89904292 0.91083175 0.92257407 0.93407714 0.94515201 0.95561665
 0.96529895 0.97403953 0.98169443 0.98813749 0.99326247 0.99698481
 0.99924308 1.        ]"
"[1.82, 1.55]","[0.45340752 0.45571124 0.46257909 0.47388272 0.48941327 0.50888821
 0.53195978 0.55822397 0.5872298  0.61848802 0.65147956 0.6856634
 0.72048428 0.75538025 0.78979029 0.82316214 0.85496012 0.88467313
 0.91182258 0.93597003 0.95672446 0.97374893 0.9867664  0.99556464
 1.         1.         0.99556464 0.9867664  0.97374893 0.95672446
 0.93597003 0.91182258 0.88467313 0.85496012 0.82316214 0.78979029
 0.75538025 0.72048428 0.6856634  0.65147956 0.61848802 0.5872298
 0.55822397 0.53195978 0.50888821 0.48941327 0.47388272 0.46257909
 0.45571124 0.45340752]"
"[1.41, 1.27]","[1.         0.99797328 0.99192493 0.98194982 0.96820442 0.95090437
 0.93032111 0.9067778  0.88064442 0.85233238 0.82228853 0.79098888
 0.75893194 0.7266318  0.694611   0.66339317 0.63349535 0.60542005
 0.57964681 0.55662357 0.53675758 0.52040639 0.50786897 0.49937773
 0.49509171 0.49509171 0.49937773 0.50786897 0.52040639 0.53675758
 0.55662357 0.57964681 0.60542005 0.63349535 0.66339317 0.694611
 0.7266318  0.75893194 0.79098888 0.82228853 0.85233238 0.88064442
 0.9067778  0.93032111 0.95090437 0.96820442 0.98194982 0.99192493
 0.99797328 1.        ]"
"[0.24, 2.17]","[1.         0.99603739 0.98421729 0.96474169 0.93794338 0.90427991
 0.86432471 0.81875526 0.76833822 0.71391178 0.65636572 0.59662029
 0.53560497 0.47423882 0.41341406 0.35398475 0.29676252 0.24252145
 0.19201413 0.14600076 0.10528984 0.07078113 0.04348365 0.02446105
 0.01466161 0.01466161 0.02446105 0.04348365 0.07078113 0.10528984
 0.14600076 0.19201413 0.24252145 0.29676252 0.35398475 0.41341406
 0.47423882 0.53560497 0.59662029 0.65636572 0.71391178 0.76833822
 0.81875526 0.86432471 0.90427991 0.93794338 0.96474169 0.98421729
 0.99603739 1.        ]"
"[0.01, 2.04]","[1.         0.99547572 0.98198067 0.95974682 0.92915616 0.89073341
 0.84513509 0.7931346  0.73560321 0.67348692 0.6077798  0.5394949
 0.46963381 0.39915639 0.32895195 0.25981261 0.19240928 0.12727049
 0.06476664 0.00511344 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00511344 0.06476664 0.12727049 0.19240928 0.25981261 0.32895195
 0.39915639 0.46963381 0.5394949  0.6077798  0.67348692 0.73560321
 0.7931346  0.84513509 0.89073341 0.92915616 0.95974682 0.98198067
 0.99547572 1.        ]"
"[0.04, 1.72]","[1.         0.99525334 0.981095   0.95776868 0.92567619 0.88537032
 0.8375438  0.78301366 0.72270046 0.65760241 0.58876457 0.51724412
 0.44407256 0.37021574 0.29653097 0.22371831 0.15225631 0.08230021
 0.01348903 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.01348903 0.08230021 0.15225631 0.22371831 0.29653097
 0.37021574 0.44407256 0.51724412 0.58876457 0.65760241 0.72270046
 0.78301366 0.8375438  0.88537032 0.92567619 0.95776868 0.981095
 0.99525334 1.        ]"
"[1.08, 0.34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.1, 0.77]","[1.         0.9957348  0.98301166 0.96204639 0.93319354 0.89693855
 0.85388678 0.80474931 0.75032584 0.69148503 0.62914302 0.5642411
 0.49772358 0.43051752 0.36351574 0.29756508 0.23346257 0.1719634
 0.11380707 0.05977191 0.01077014 0.         0.         0.
 0.         0.         0.         0.         0.         0.01077014
 0.05977191 0.11380707 0.1719634  0.23346257 0.29756508 0.36351574
 0.43051752 0.49772358 0.5642411  0.62914302 0.69148503 0.75032584
 0.80474931 0.85388678 0.89693855 0.93319354 0.96204639 0.98301166
 0.9957348  1.        ]"
"[2.82, 2.11]","[0.00750053 0.01251765 0.02724436 0.05083562 0.08220712 0.12027733
 0.1640787  0.21276234 0.26555557 0.32171323 0.38047987 0.4410663
 0.50263919 0.5643213  0.62519995 0.68434176 0.74081151 0.79369339
 0.84211298 0.88525825 0.92239882 0.95290242 0.97624827 0.99203741
 1.         1.         0.99203741 0.97624827 0.95290242 0.92239882
 0.88525825 0.84211298 0.79369339 0.74081151 0.68434176 0.62519995
 0.5643213  0.50263919 0.4410663  0.38047987 0.32171323 0.26555557
 0.21276234 0.1640787  0.12027733 0.08220712 0.05083562 0.02724436
 0.01251765 0.00750053]"
"[0.77, 1.85]","[1.         0.99649153 0.98602582 0.96878093 0.94505004 0.91523602
 0.87984371 0.8394698  0.79479052 0.7465474  0.69553153 0.64256707
 0.588495   0.53415806 0.48038804 0.42799635 0.37776874 0.33046437
 0.28681881 0.24754916 0.21335758 0.18492729 0.16290355 0.14785405
 0.14021121 0.14021121 0.14785405 0.16290355 0.18492729 0.21335758
 0.24754916 0.28681881 0.33046437 0.37776874 0.42799635 0.48038804
 0.53415806 0.588495   0.64256707 0.69553153 0.7465474  0.79479052
 0.8394698  0.87984371 0.91523602 0.94505004 0.96878093 0.98602582
 0.99649153 1.        ]"
"[1.67, 2.2]","[0.86754782 0.86809132 0.86971292 0.8723861  0.87606711 0.88069574
 0.88619623 0.89247854 0.89943983 0.90696608 0.91493397 0.9232129
 0.93166709 0.94015781 0.94854567 0.95669284 0.9644654  0.9717355
 0.97838347 0.98429982 0.98938709 0.9935614  0.99675392 0.99891199
 1.         1.         0.99891199 0.99675392 0.9935614  0.98938709
 0.98429982 0.97838347 0.9717355  0.9644654  0.95669284 0.94854567
 0.94015781 0.93166709 0.9232129  0.91493397 0.90696608 0.89943983
 0.89247854 0.88619623 0.88069574 0.87606711 0.8723861  0.86971292
 0.86809132 0.86754782]"
"[0.34, 2.48]","[1.         0.99698261 0.98798153 0.97314912 0.95273625 0.92708774
 0.89663585 0.86189207 0.82343718 0.78190987 0.73799428 0.69240702
 0.64588419 0.59916898 0.55300063 0.50810498 0.46518699 0.42492498
 0.38796604 0.35492138 0.32636006 0.30279932 0.28469023 0.27239887
 0.26618539 0.26618539 0.27239887 0.28469023 0.30279932 0.32636006
 0.35492138 0.38796604 0.42492498 0.46518699 0.50810498 0.55300063
 0.59916898 0.64588419 0.69240702 0.73799428 0.78190987 0.82343718
 0.86189207 0.89663585 0.92708774 0.95273625 0.97314912 0.98798153
 0.99698261 1.        ]"
"[1.16, 2.44]","[1.         0.99877665 0.99512692 0.98911149 0.98083032 0.97042096
 0.95805624 0.94394125 0.92830993 0.911421   0.89355357 0.87500247
 0.85607322 0.83707695 0.81832528 0.80012524 0.78277429 0.76655557
 0.75173343 0.73854921 0.72721748 0.71792261 0.71081581 0.7060127
 0.70359144 0.70359144 0.7060127  0.71081581 0.71792261 0.72721748
 0.73854921 0.75173343 0.76655557 0.78277429 0.80012524 0.81832528
 0.83707695 0.85607322 0.87500247 0.89355357 0.911421   0.92830993
 0.94394125 0.95805624 0.97042096 0.98083032 0.98911149 0.99512692
 0.99877665 1.        ]"
"[0.1, 0.89]","[1.         0.99553552 0.98221844 0.96027631 0.93008305 0.89215089
 0.84711874 0.79573692 0.73884839 0.67736677 0.61225175 0.54448292
 0.4750331  0.40484263 0.33479582 0.26570113 0.19827679 0.13314522
 0.07084443 0.01187594 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01187594 0.07084443 0.13314522 0.19827679 0.26570113 0.33479582
 0.40484263 0.4750331  0.54448292 0.61225175 0.67736677 0.73884839
 0.79573692 0.84711874 0.89215089 0.93008305 0.96027631 0.98221844
 0.99553552 1.        ]"
"[0.89, 2.84]","[1.         0.99908719 0.99636389 0.99187523 0.98569558 0.97792728
 0.96869893 0.95816319 0.94649424 0.93388481 0.92054292 0.90668845
 0.89254942 0.87835821 0.86434776 0.85074769 0.83778065 0.82565862
 0.81457958 0.80472431 0.79625347 0.7893051  0.78399236 0.78040174
 0.7785917  0.7785917  0.78040174 0.78399236 0.7893051  0.79625347
 0.80472431 0.81457958 0.82565862 0.83778065 0.85074769 0.86434776
 0.87835821 0.89254942 0.90668845 0.92054292 0.93388481 0.94649424
 0.95816319 0.96869893 0.97792728 0.98569558 0.99187523 0.99636389
 0.99908719 1.        ]"
"[2.61, 3.06]","[0.88993439 0.89038629 0.89173456 0.89395713 0.89701757 0.90086572
 0.90543853 0.91066105 0.91644767 0.92270352 0.92932603 0.93620657
 0.94323226 0.95028778 0.95725731 0.96402636 0.97048373 0.97652325
 0.98204562 0.98695999 0.99118548 0.99465253 0.99730406 0.99909639
 1.         1.         0.99909639 0.99730406 0.99465253 0.99118548
 0.98695999 0.98204562 0.97652325 0.97048373 0.96402636 0.95725731
 0.95028778 0.94323226 0.93620657 0.92932603 0.92270352 0.91644767
 0.91066105 0.90543853 0.90086572 0.89701757 0.89395713 0.89173456
 0.89038629 0.88993439]"
"[2.47, 2.51]","[0.44436295 0.44664988 0.45347091 0.46470801 0.48016852 0.49959046
 0.52264898 0.54896315 0.57810284 0.60959532 0.64293197 0.67757502
 0.71296483 0.74852766 0.78368417 0.81785847 0.8504877  0.88103169
 0.90898254 0.93387386 0.95528918 0.97286952 0.98631984 0.99541426
 1.         1.         0.99541426 0.98631984 0.97286952 0.95528918
 0.93387386 0.90898254 0.88103169 0.8504877  0.81785847 0.78368417
 0.74852766 0.71296483 0.67757502 0.64293197 0.60959532 0.57810284
 0.54896315 0.52264898 0.49959046 0.48016852 0.46470801 0.45347091
 0.44664988 0.44436295]"
"[2.31, 2.76]","[0.69128973 0.6925533  0.69632343 0.70253869 0.71109785 0.72186155
 0.73465458 0.74926871 0.76546601 0.78298266 0.80153303 0.82081428
 0.84051111 0.86030081 0.87985851 0.89886247 0.91699945 0.93396991
 0.94949313 0.96331194 0.97519713 0.98495137 0.99241259 0.99745676
 1.         1.         0.99745676 0.99241259 0.98495137 0.97519713
 0.96331194 0.94949313 0.93396991 0.91699945 0.89886247 0.87985851
 0.86030081 0.84051111 0.82081428 0.80153303 0.78298266 0.76546601
 0.74926871 0.73465458 0.72186155 0.71109785 0.70253869 0.69632343
 0.6925533  0.69128973]"
"[0.42, 3.14]","[1.         0.99998969 0.99995892 0.9999082  0.99983836 0.99975055
 0.9996462  0.99952705 0.99939503 0.99925232 0.99910126 0.99894434
 0.99878412 0.99862324 0.99846434 0.99831003 0.99816285 0.99802521
 0.99789936 0.99778738 0.99769111 0.99761213 0.99755172 0.9975109
 0.99749031 0.99749031 0.9975109  0.99755172 0.99761213 0.99769111
 0.99778738 0.99789936 0.99802521 0.99816285 0.99831003 0.99846434
 0.99862324 0.99878412 0.99894434 0.99910126 0.99925232 0.99939503
 0.99952705 0.9996462  0.99975055 0.99983836 0.9999082  0.99995892
 0.99998969 1.        ]"
"[2.42, 1.77]","[0.04364889 0.04826521 0.06188413 0.08388623 0.11342587 0.14959073
 0.1914968  0.23831638 0.28926568 0.3435785  0.40048109 0.45917476
 0.51882746 0.57857375 0.63752186 0.69476626 0.74940407 0.80055389
 0.84737544 0.88908878 0.92499209 0.95447722 0.97704268 0.99230376
 1.         1.         0.99230376 0.97704268 0.95447722 0.92499209
 0.88908878 0.84737544 0.80055389 0.74940407 0.69476626 0.63752186
 0.57857375 0.51882746 0.45917476 0.40048109 0.3435785  0.28926568
 0.23831638 0.1914968  0.14959073 0.11342587 0.08388623 0.06188413
 0.04826521 0.04364889]"
"[0.44, 2.6]","[1.         0.99755861 0.99027555 0.97827338 0.96175393 0.94099472
 0.91634388 0.88821384 0.85707371 0.82344068 0.78787057 0.75094793
 0.71327589 0.67546623 0.63812983 0.60186785 0.56726357 0.53487493
 0.50522757 0.47880787 0.45605577 0.43735705 0.42303498 0.41334184
 0.40845106 0.40845106 0.41334184 0.42303498 0.43735705 0.45605577
 0.47880787 0.50522757 0.53487493 0.56726357 0.60186785 0.63812983
 0.67546623 0.71327589 0.75094793 0.78787057 0.82344068 0.85707371
 0.88821384 0.91634388 0.94099472 0.96175393 0.97827338 0.99027555
 0.99755861 1.        ]"
"[1.74, 2.43]","[0.84837629 0.84899799 0.85085296 0.85391092 0.85812195 0.86341731
 0.86971052 0.87689875 0.88486448 0.89347743 0.90259661 0.91207263
 0.92175014 0.93147035 0.94107362 0.9504021  0.95930232 0.96762775
 0.97524121 0.98201716 0.98784383 0.99262502 0.99628179 0.99875373
 1.         1.         0.99875373 0.99628179 0.99262502 0.98784383
 0.98201716 0.97524121 0.96762775 0.95930232 0.9504021  0.94107362
 0.93147035 0.92175014 0.91207263 0.90259661 0.89347743 0.88486448
 0.87689875 0.86971052 0.86341731 0.85812195 0.85391092 0.85085296
 0.84899799 0.84837629]"
"[0.69, 1.2]","[1.         0.99514434 0.98065915 0.95678779 0.92392932 0.88262854
 0.83356201 0.77751992 0.71538406 0.64810211 0.57665881 0.5020445
 0.42522133 0.34708696 0.2684344  0.18990417 0.1119215  0.03460445
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03460445 0.1119215  0.18990417 0.2684344
 0.34708696 0.42522133 0.5020445  0.57665881 0.64810211 0.71538406
 0.77751992 0.83356201 0.88262854 0.92392932 0.95678779 0.98065915
 0.99514434 1.        ]"
"[2.83, 2.5]","[0.24749232 0.25070996 0.26028894 0.27601433 0.29754852 0.32445515
 0.35622248 0.39228211 0.43202167 0.47479262 0.51991497 0.56668114
 0.61436042 0.66220509 0.70945863 0.75536586 0.79918479 0.84019951
 0.8777335  0.91116271 0.93992785 0.96354541 0.98161713 0.99383759
 1.         1.         0.99383759 0.98161713 0.96354541 0.93992785
 0.91116271 0.8777335  0.84019951 0.79918479 0.75536586 0.70945863
 0.66220509 0.61436042 0.56668114 0.51991497 0.47479262 0.43202167
 0.39228211 0.35622248 0.32445515 0.29754852 0.27601433 0.26028894
 0.25070996 0.24749232]"
"[1.23, 2.35]","[1.         0.9988403  0.99538047 0.98967799 0.98182758 0.97195957
 0.96023766 0.94685618 0.93203671 0.91602437 0.89908359 0.88149371
 0.86354428 0.84553022 0.82774701 0.81048584 0.79402893 0.77864499
 0.76458497 0.75207804 0.74132798 0.73250992 0.72576749 0.72121056
 0.71891338 0.71891338 0.72121056 0.72576749 0.73250992 0.74132798
 0.75207804 0.76458497 0.77864499 0.79402893 0.81048584 0.82774701
 0.84553022 0.86354428 0.88149371 0.89908359 0.91602437 0.93203671
 0.94685618 0.96023766 0.97195957 0.98182758 0.98967799 0.99538047
 0.9988403  1.        ]"
"[0.8, 1.04]","[1.         0.99488472 0.97962156 0.95445636 0.91979155 0.87617512
 0.82428542 0.76491166 0.6989306  0.62727944 0.5509254  0.47083178
 0.38792016 0.30302693 0.2168503  0.12988002 0.0422945  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0422945  0.12988002 0.2168503
 0.30302693 0.38792016 0.47083178 0.5509254  0.62727944 0.6989306
 0.76491166 0.82428542 0.87617512 0.91979155 0.95445636 0.97962156
 0.99488472 1.        ]"
"[1.83, 0.96]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.02122752 0.10319739 0.18742711 0.27264973
 0.35767111 0.44135223 0.52259937 0.60036124 0.67363204 0.74145876
 0.80295135 0.85729461 0.90376061 0.94172091 0.9706578  0.99017393
 1.         1.         0.99017393 0.9706578  0.94172091 0.90376061
 0.85729461 0.80295135 0.74145876 0.67363204 0.60036124 0.52259937
 0.44135223 0.35767111 0.27264973 0.18742711 0.10319739 0.02122752
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.77, 2.06]","[1.         0.99693194 0.98777972 0.97269831 0.95194306 0.92586516
 0.89490531 0.85958542 0.8204985  0.77829703 0.73367996 0.68737911
 0.64014542 0.59273586 0.5459017  0.50037859 0.45687888 0.41608606
 0.37865064 0.34518632 0.31626473 0.29240649 0.2740672  0.26161822
 0.25532448 0.25532448 0.26161822 0.2740672  0.29240649 0.31626473
 0.34518632 0.37865064 0.41608606 0.45687888 0.50037859 0.5459017
 0.59273586 0.64014542 0.68737911 0.73367996 0.77829703 0.8204985
 0.85958542 0.89490531 0.92586516 0.95194306 0.97269831 0.98777972
 0.99693194 1.        ]"
"[2.83, 0.65]","[0.         0.         0.         0.         0.         0.
 0.03063492 0.09284627 0.15846563 0.22671235 0.2968348  0.36805861
 0.43956525 0.51048867 0.57992272 0.64693521 0.71058618 0.76994865
 0.82413035 0.87229551 0.91368548 0.94763753 0.9736012  0.99115167
 1.         1.         0.99115167 0.9736012  0.94763753 0.91368548
 0.87229551 0.82413035 0.76994865 0.71058618 0.64693521 0.57992272
 0.51048867 0.43956525 0.36805861 0.2968348  0.22671235 0.15846563
 0.09284627 0.03063492 0.         0.         0.         0.
 0.         0.        ]"
"[1.58, 0.12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.3, 0.97]","[1.         0.99527238 0.98115531 0.95784495 0.92566411 0.88505637
 0.83657811 0.78088896 0.71874107 0.6509679  0.57847314 0.50222062
 0.4232262  0.3425526  0.26130821 0.18065061 0.10179513 0.02602719
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02602719 0.10179513 0.18065061 0.26130821
 0.3425526  0.4232262  0.50222062 0.57847314 0.6509679  0.71874107
 0.78088896 0.83657811 0.88505637 0.92566411 0.95784495 0.98115531
 0.99527238 1.        ]"
"[2.78, 2.03]","[0.         0.         0.00607761 0.03084425 0.06353235 0.10293198
 0.14801851 0.19793225 0.25191098 0.30922544 0.36913372 0.43085473
 0.49355709 0.55635969 0.61834111 0.67855542 0.73605231 0.78989956
 0.83920603 0.88314378 0.92096791 0.95203364 0.97581005 0.99189049
 1.         1.         0.99189049 0.97581005 0.95203364 0.92096791
 0.88314378 0.83920603 0.78989956 0.73605231 0.67855542 0.61834111
 0.55635969 0.49355709 0.43085473 0.36913372 0.30922544 0.25191098
 0.19793225 0.14801851 0.10293198 0.06353235 0.03084425 0.00607761
 0.         0.        ]"
